ID,Text,verified,retweet_count,favorites_count,follower_count,sentiment,capitals,exclamation_marks,question_marks,emoticons
782354896863498240,"u'Keep an eye on $AAPL next week. 1,527 stock traders have upped the ante. Up 20 positions from last week.\u2026 https://t.co/hOkNr17R2y'",False,1,1,1352,0.0,9,0,0,0
782354788679819265,"u'""My favorite things in life don\'t cost any money. It\'s really clear that the most precious resource we all have is time."" - Steve Jobs $AAPL'",False,1,1,4220,3.0,8,0,0,0
782354341403525124,u'@CRB_USA Looks like $PSID is going to run next #investing #stocks - $AAPL $SPY $FB $USD #Biotech #zikavirus',False,0,1,998,2.0,24,0,0,0
782354179079675904,"u""RT @AsymmetricAlpha: What will be $Google's final Buyout offer for Twitter? $GOOG $TWTR $GOOGL $AAPL $FB $DIS $CRM Please RT\U0001f447\U0001f911""",False,12,0,338,1.0,38,0,1,0
782352361478037504,"u""RT @MoMoney4U: #Apple's push in2 #healthcare now includes #AppleWatch data\nhttps://t.co/xs75XyuRdX via @mashable\n$AAPL $AET #Wearables #Wea\u2026""",False,2,0,603,0.0,20,0,0,0
782351616196370432,u'Panic: The Story of Modern Financial Insanity by Michael Lewis: https://t.co/6ISkPdX7hs $SPY $IWM $RUT $VIX $AAPL',False,2,3,300,-5.0,28,0,0,0
782351474126950400,u'@ZoomStocks Looks like $PSID is going to run next #investing #stocks - $AAPL $SPY $FB $USD #Biotech #zikavirus',False,0,1,998,2.0,20,0,0,0
782351430728441857,u'RT @thepeople4stoc1: AAPL EnerCare Inc. Investor Opinions\nRead More --&gt; https://t.co/BrqbrTRwvx\n\n$AAPL $XIV $LULU #finance',False,1,0,1334,0.0,27,0,0,0
782351429906362369,"u'RT @_peripherals: #Apple loses its patent battle against VirnetX, faces over $300 million in damages. Read more: https://t.co/flUmBAPqdU $A\u2026'",False,1,0,1334,-4.0,12,0,0,0
782351429172391936,"u'RT @computer_hware: #Apple loses its patent battle against VirnetX, faces over $300 million in damages. Read more: https://t.co/ovT5zQHaoc\u2026'",False,1,0,1334,-4.0,9,0,0,0
782351428442546176,"u'RT @electronic_eqpt: #Apple loses its patent battle against VirnetX, faces over $300 million in damages. Read more: https://t.co/oB1iYJe8Jp\u2026'",False,1,0,1334,-4.0,10,0,0,0
782351427649826816,u'RT @TV_TradingIdeas: APPLE Potential breakout $AAPL https://t.co/jTEhlrcTDJ',False,2,0,1334,0.0,21,0,0,0
782351354928984064,u'@CitiusPharma Looks like $PSID is going to run next #investing #stocks - $AAPL $SPY $FB $USD #Biotech #zikavirus',False,0,1,998,2.0,20,0,0,0
782350904242479104,"u'AAPL Cirrus Logic, Inc. E.P.S.\nRead More --&gt; https://t.co/XMXVLtZSBF\n\n$AAPL $QCOM $BABA #share'",False,0,0,135,1.0,33,0,0,0
782350432039567365,u'RT @ppprophet: Another Stock Market Crash Inevitable by @wimgrommen #STOCKMARKET $SPY $VIX $TVIX $DIA $AAPL $MSFT $GS $C $JPM $BD\n\nhttps://\u2026',False,8,0,22974,-2.0,47,0,0,0
782349712229855232,"u""RT @MoMoney4U: #Apple's push in2 #healthcare now includes #AppleWatch data\nhttps://t.co/xs75XyuRdX via @mashable\n$AAPL $AET #Wearables #Wea\u2026""",False,2,0,5729,0.0,20,0,0,0
782349500161650688,"u'#Apple loses patent retrial to #VirnetX, owes $302.4 million\n$AAPL $VHC #FaceTime #Security #ChumpChange https://t.co/OSl5yexTJQ'",False,0,1,87,0.0,20,0,0,0
782347849283489792,u'King Icahn: The Biography of a Renegade Capitalist: https://t.co/h4QmMomIHe $IEP $AAPL $CVI $AIG $PYPL $LNG $NUAN',False,0,2,300,0.0,34,0,0,0
782347786352197632,u'RT @tradewithjoe: FREE Think Or Swim Training Session #1 Online -\n\nhttps://t.co/UstZBf7XHj\n\n$SPY $IWM $QQQ $DIA $AAPL $FB $TSLA $NFLX $BBRY\u2026',False,1,0,956,1.0,47,0,0,0
782347597084299264,"u""It's October. 3 of 4 carriers staying aggressive w/iPhone 7 tradein promos. Now $100 vs. $0 before (Sprint still fr\u2026 https://t.co/crc6U8RiBB""",True,0,0,13868,-2.0,9,0,0,0
782346588895137793,u'Now if your $AAPL what do you do about $TWTR auction? What about more M&amp;A deals period? Not sure they want the Birdie but pls start shopping',False,0,1,134,1.0,14,0,2,0
782345232839049216,u'@ChedwickM Looks like $PSID is going to run next #investing #stocks - $AAPL $SPY $FB $USD #Biotech #zikavirus',False,0,1,998,2.0,20,0,0,0
782343409650376704,"u'#Apple loses FaceTime patent trial, ordered to pay over $302 million . Read more: https://t.co/tn8TxpjibG $AAPL'",False,0,0,51,-1.0,10,0,0,0
782343409633681408,"u'#Apple loses FaceTime patent trial, ordered to pay over $302 million . Read more: https://t.co/OZ7edvJQ4Z $AAPL'",False,0,0,180,-1.0,13,0,0,0
782343409621094400,"u'#Apple loses FaceTime patent trial, ordered to pay over $302 million . Read more: https://t.co/KjjSFzl3zz $AAPL'",False,0,0,88,-1.0,11,0,0,0
782343089008500738,u'RT @ppprophet: The Weight of the Bubbles $SPX $SPY $VIX $TVIX $UVXY $SDOM $SQQQ   $DJI $DIA $FB $AMZN  $GS $BAC $AA $KO $MCD $BA $C $TWTR $\u2026',False,52,0,1772,0.0,61,0,0,0
782342759306846208,u'Deutsche Bank executives heading to U.S. in coming days: FAZ: FRANKFURT (Reuters) - Deutsche ... https://t.co/1TRcVKEypf $AAPL $FB $UBQU',False,0,0,356,0.0,33,0,0,0
782342627953815552,u'RT @ppprophet: Another Stock Market Crash Inevitable by @wimgrommen #STOCKMARKET $SPY $VIX $TVIX $DIA $AAPL $MSFT $GS $C $JPM $BD\n\nhttps://\u2026',False,8,0,405,-2.0,47,0,0,0
782342622476140552,u'RT @ppprophet: Another Stock Market Crash Inevitable by @wimgrommen #STOCKMARKET $SPY $VIX $TVIX $DIA $AAPL $MSFT $GS $C $JPM $BD\n\nhttps://\u2026',False,8,0,1073,-2.0,47,0,0,0
782342422927929344,u'Bad news for $aapl. Samsung just began delivering new 7s in S Korea. 97%!!!! of users sticking w Samsung despite battery issue.',False,0,1,1913,-3.0,5,4,0,0
782342064176500736,u'@MathewsOpen Looks like $PSID is going to run next #investing #stocks - $AAPL $SPY $FB $USD #Biotech #zikavirus',False,0,1,998,2.0,20,0,0,0
782341661560930304,u'Video on why Apple will be over $150 a share soon! \n\nhttps://t.co/YTiS8BltDJ\n$AAPL\n$SWKS\n$CRUS\n$TXI\n$NXPI\n$QCOM\n$AMZN\n$FIT\n$IBM\n$JPM\n$GS\n$BB',False,0,0,9,2.0,48,1,0,0
782340846993739776,"u""#Apple's push in2 #healthcare now includes #AppleWatch data\nhttps://t.co/xs75XyuRdX via @mashable\n$AAPL $AET #Wearables #WearableTech #Aetna""",False,2,4,87,0.0,17,0,0,0
782340391794274304,u'RT @ppprophet: Another Stock Market Crash Inevitable by @wimgrommen #STOCKMARKET $SPY $VIX $TVIX $DIA $AAPL $MSFT $GS $C $JPM $BD\n\nhttps://\u2026',False,8,0,245,-2.0,47,0,0,0
782340325335597056,u'\U0001f34e $AAPL .. https://t.co/Zmld2O6d71',False,0,2,39697,0.0,7,0,0,0
782340130614812672,u'$SPY $SPX $AAPL  https://t.co/94bI1GOYfi... https://t.co/L350uP9ufm',False,0,0,257,0.0,16,0,0,0
782339901366804481,"u""This new $AAPL iOS 10 is so dope. There's this new feature where I get to restart my phone every time I want to view a text \U0001f610 @AppleSupport""",False,0,1,369,1.0,13,0,0,0
782339537246756864,u'RT @ppprophet: Another Stock Market Crash Inevitable by @wimgrommen #STOCKMARKET $SPY $VIX $TVIX $DIA $AAPL $MSFT $GS $C $JPM $BD\n\nhttps://\u2026',False,8,0,2939,-2.0,47,0,0,0
782339391515746305,"u'Tom Lee, ""absolutely"" ""BTFD"" Into 4th Q expects the S&amp;P 500 Index to jump another 7% before EOY $SPY $SPX $AAPL'",False,0,0,257,0.0,24,0,0,0
782338754816114689,u'Another Stock Market Crash Inevitable by @wimgrommen #STOCKMARKET $SPY $VIX $TVIX $DIA $AAPL $MSFT $GS $C $JPM $BD\n\nhttps://t.co/pEffzbHu5Z',False,8,10,2028,-2.0,48,0,0,0
782338627611267072,u'RT @stockpulp: This are the stocks that our private beta is following $AMZN $AAPL $BAC $XOM $FB $GE $GOOGL $INTC $JNJ $MSFT $NFLX $TSLA $TW\u2026',False,5,0,3,0.0,47,0,0,0
782338560338735105,u'RT @TV_TradingIdeas: APPLE Potential breakout $AAPL https://t.co/jTEhlrcTDJ',False,2,0,135,0.0,21,0,0,0
782337753715503104,u'@murciaalimenta Looks like $PSID is going to run next #investing #stocks - $AAPL $SPY $FB $USD #Biotech #zikavirus',False,0,0,998,2.0,18,0,0,0
782337622723223552,u'@SysRecon Looks like $PSID is going to run next #investing #stocks - $AAPL $SPY $FB $USD #Biotech #zikavirus',False,0,0,998,2.0,20,0,0,0
782336938380361728,u'AAPL EnerCare Inc. Investor Opinions\nRead More --&gt; https://t.co/BrqbrTRwvx\n\n$AAPL $XIV $LULU #finance',False,1,2,146,0.0,25,0,0,0
782336861125480448,"u'#Apple loses its patent battle against VirnetX, faces over $300 million in damages. Read more: https://t.co/flUmBAPqdU $AAPL'",False,1,0,51,-4.0,13,0,0,0
782336861121282048,"u'#Apple loses its patent battle against VirnetX, faces over $300 million in damages. Read more: https://t.co/ovT5zQHaoc $AAPL'",False,1,0,88,-4.0,11,0,0,0
782336861083570177,"u'#Apple loses its patent battle against VirnetX, faces over $300 million in damages. Read more: https://t.co/oB1iYJe8Jp $AAPL'",False,1,0,180,-4.0,12,0,0,0
782336271007920129,u'APPLE Potential breakout $AAPL https://t.co/jTEhlrcTDJ',False,2,0,6012,0.0,15,0,0,0
